WanNianQing1	0227	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WanNianQing1/0227.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WanNianQing1_0227.jpg
WangWenCao2	0014	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao2/0014.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WangWenCao2_0014.jpg
WangWenCao2	0015	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao2/0015.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WangWenCao2_0015.jpg
WangWenCao2	0016	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao2/0016.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WangWenCao2_0016.jpg
WangWenCao2	0017	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao2/0017.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/WangWenCao2_0017.jpg
XianKeLai3	0117	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai3/0117.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XianKeLai3_0117.jpg
XianKeLai3	0133	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai3/0133.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XianKeLai3_0133.jpg
XianKeLai3	0141	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai3/0141.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XianKeLai3_0141.jpg
XianKeLai3	0204	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai3/0204.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XianKeLai3_0204.jpg
XiangPiShu2	0133	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XiangPiShu2/0133.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XiangPiShu2_0133.jpg
XiangPiShu2	0134	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XiangPiShu2/0134.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XiangPiShu2_0134.jpg
XiangPiShu2	0135	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XiangPiShu2/0135.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XiangPiShu2_0135.jpg
XiangPiShu2	0136	/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XiangPiShu2/0136.jpg	/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/01_input_trackB/XiangPiShu2_0136.jpg
