sample,frame,prompt_id,instance_id,stage,candidate_path,mask_nonempty,area_ratio,sam_score,total_score,has_gt,f1,iou,precision,recall
BaiZhang,0032,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0032_01.png,0,0.334768,0.96875,0.718554,0,,,,
BaiZhang,0033,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0033_00.png,1,0.025523,0.373047,0.563872,1,0.00205,0.001026,0.015022,0.0011
BaiZhang,0033,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0033_01.png,1,0.011822,0.457031,0.552,1,0.000189,9.4e-05,0.002876,9.8e-05
BaiZhang,0033,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0033_02.png,1,0.324848,0.964844,0.710241,1,0.959257,0.921704,0.994178,0.926706
BaiZhang,0034,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0034_00.png,1,0.002754,0.417969,0.594626,1,0.0,0.0,0.0,0.0
BaiZhang,0034,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0034_01.png,1,0.013345,0.421875,0.5731,1,0.00153,0.000766,0.01993,0.000796
BaiZhang,0034,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0034_02.png,1,0.310129,0.960938,0.738621,1,0.955657,0.91508,0.992787,0.921205
BaiZhang,0034,P6,3,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0034_03.png,1,0.006923,0.351562,0.616123,1,0.0,0.0,0.0,0.0
BaiZhang,0035,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0035_00.png,1,0.006425,0.320312,0.481732,1,7e-06,3e-06,0.000169,4e-06
BaiZhang,0035,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0035_01.png,1,0.010618,0.308594,0.407006,1,0.005146,0.00258,0.076735,0.002662
BaiZhang,0035,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0035_02.png,1,0.009179,0.408203,0.574293,1,0.0,0.0,0.0,0.0
BaiZhang,0035,P6,3,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0035_03.png,1,0.289134,0.957031,0.719791,1,0.960533,0.924063,0.988588,0.934027
BaiZhang,0036,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0036_00.png,1,0.273773,0.96875,0.717834,1,0.962291,0.927322,0.988401,0.937524
BaiZhang,0037,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0037_00.png,1,0.017052,0.349609,0.619472,1,0.000138,6.9e-05,0.001195,7.3e-05
BaiZhang,0037,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0037_01.png,1,0.261293,0.957031,0.818172,1,0.953557,0.911237,0.985677,0.923465
BaiZhang,0038,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0038_00.png,0,0.016087,0.435547,0.646043,0,,,,
BaiZhang,0038,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0038_01.png,0,0.01053,0.388672,0.640711,0,,,,
BaiZhang,0038,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0038_02.png,0,0.011355,0.445312,0.582633,0,,,,
BaiZhang,0038,P6,3,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0038_03.png,0,0.262278,0.960938,0.733258,0,,,,
BaiZhang,0038,P6,4,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0038_04.png,0,0.007619,0.628906,0.668802,0,,,,
BaiZhang,0038,P6,5,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0038_05.png,0,0.031477,0.554688,0.675698,0,,,,
BaiZhang,0038,P6,6,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0038_06.png,0,0.017261,0.324219,0.628731,0,,,,
BaiZhang,0039,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_00.png,0,0.018868,0.726562,0.687613,0,,,,
BaiZhang,0039,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_01.png,0,0.003553,0.333984,0.660883,0,,,,
BaiZhang,0039,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_02.png,0,0.024094,0.429688,0.666134,0,,,,
BaiZhang,0039,P6,3,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_03.png,0,0.008158,0.761719,0.694417,0,,,,
BaiZhang,0039,P6,4,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_04.png,0,0.005204,0.699219,0.655019,0,,,,
BaiZhang,0039,P6,5,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_05.png,0,0.262649,0.945312,0.746169,0,,,,
BaiZhang,0039,P6,6,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_06.png,0,0.015126,0.6875,0.694798,0,,,,
BaiZhang,0039,P6,7,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_07.png,0,0.011066,0.388672,0.662636,0,,,,
BaiZhang,0039,P6,8,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0039_08.png,0,0.006871,0.408203,0.536495,0,,,,
BaiZhang,0040,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_00.png,0,0.007547,0.388672,0.555505,0,,,,
BaiZhang,0040,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_01.png,0,0.018086,0.78125,0.707129,0,,,,
BaiZhang,0040,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_02.png,0,0.007221,0.773438,0.712511,0,,,,
BaiZhang,0040,P6,3,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_03.png,0,0.006473,0.765625,0.711922,0,,,,
BaiZhang,0040,P6,4,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_04.png,0,0.019769,0.419922,0.654733,0,,,,
BaiZhang,0040,P6,5,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_05.png,0,0.001624,0.380859,0.603634,0,,,,
BaiZhang,0040,P6,6,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_06.png,0,0.005084,0.359375,0.567935,0,,,,
BaiZhang,0040,P6,7,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_07.png,0,0.255974,0.941406,0.833942,0,,,,
BaiZhang,0040,P6,8,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_08.png,0,0.013496,0.648438,0.702429,0,,,,
BaiZhang,0040,P6,9,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_09.png,0,0.020557,0.40625,0.657429,0,,,,
BaiZhang,0040,P6,10,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_10.png,0,0.00395,0.363281,0.538111,0,,,,
BaiZhang,0040,P6,11,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0040_11.png,0,0.004342,0.423828,0.550476,0,,,,
BaiZhang,0041,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_00.png,0,0.004425,0.494141,0.583212,0,,,,
BaiZhang,0041,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_01.png,0,0.005778,0.6875,0.704992,0,,,,
BaiZhang,0041,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_02.png,0,0.004861,0.328125,0.634352,0,,,,
BaiZhang,0041,P6,3,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_03.png,0,0.018276,0.746094,0.714178,0,,,,
BaiZhang,0041,P6,4,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_04.png,0,0.015798,0.412109,0.672772,0,,,,
BaiZhang,0041,P6,5,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_05.png,0,0.00849,0.78125,0.713081,0,,,,
BaiZhang,0041,P6,6,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_06.png,0,0.006883,0.816406,0.715429,0,,,,
BaiZhang,0041,P6,7,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_07.png,0,0.001892,0.396484,0.613874,0,,,,
BaiZhang,0041,P6,8,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_08.png,0,0.244194,0.945312,0.829194,0,,,,
BaiZhang,0041,P6,9,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_09.png,0,0.009501,0.388672,0.614548,0,,,,
BaiZhang,0041,P6,10,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_10.png,0,0.013656,0.707031,0.708587,0,,,,
BaiZhang,0041,P6,11,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_11.png,0,0.006189,0.359375,0.554074,0,,,,
BaiZhang,0041,P6,12,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_12.png,0,0.005844,0.310547,0.486422,0,,,,
BaiZhang,0041,P6,13,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0041_13.png,0,0.006142,0.431641,0.581716,0,,,,
BaiZhang,0042,P6,0,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_00.png,0,0.018332,0.816406,0.71112,0,,,,
BaiZhang,0042,P6,1,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_01.png,0,0.00759,0.306641,0.567149,0,,,,
BaiZhang,0042,P6,2,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_02.png,0,0.003072,0.582031,0.537327,0,,,,
BaiZhang,0042,P6,3,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_03.png,0,0.006761,0.78125,0.713081,0,,,,
BaiZhang,0042,P6,4,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_04.png,0,0.006435,0.337891,0.661305,0,,,,
BaiZhang,0042,P6,5,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_05.png,0,0.010134,0.597656,0.694828,0,,,,
BaiZhang,0042,P6,6,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_06.png,0,0.005921,0.507812,0.682883,0,,,,
BaiZhang,0042,P6,7,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_07.png,0,0.006623,0.310547,0.617127,0,,,,
BaiZhang,0042,P6,8,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_08.png,0,0.004107,0.458984,0.676253,0,,,,
BaiZhang,0042,P6,9,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_09.png,0,0.002289,0.439453,0.359127,0,,,,
BaiZhang,0042,P6,10,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_10.png,0,0.228518,0.9375,0.700504,0,,,,
BaiZhang,0042,P6,11,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_11.png,0,0.007859,0.345703,0.59899,0,,,,
BaiZhang,0042,P6,12,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_12.png,0,0.014465,0.707031,0.708959,0,,,,
BaiZhang,0042,P6,13,raw,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/01-算法模块修改与验证/阶段十七A_10GT困难样本Pilot与无GT测试审计/02_trackA_variants/P00_Control/候选掩膜/raw_instance_P6/mask_BaiZhang_0042_13.png,0,0.009901,0.306641,0.499966,0,,,,
